,sound_label,sound_start,sound_end,word,F1_20,F1_35,F1_50,F1_65,F1_80,F2_20,F2_35,F2_50,F2_65,F2_80,participant,duration,changeF2,changeF1,trajectory,gender,changeF1norm,changeF2norm,traj_norm,child
8213,price,380.75526149172,380.957711850172,LIE,983.06,990,1009.64,1033.76,838.68,1805.61,1636.47,1622.13,1864.42,2072.92,F9,0.202450358452438,267.31,-144.38,303.809513511345,F,-713.162481428352,1320.3730635172,1500.6617712792,child
8214,fleece,381.474568409777,381.563260627002,SLEEPING,415.67,398.55,394.29,394.81,355.69,3018.36,3045.04,2990.26,2994.14,3049.27,F9,0.0886922172251161,30.9099999999999,-59.98,67.4761328174636,F,-676.271288243482,348.508594858385,760.789784364028,child
8215,foot,382.245817553688,382.391091751894,BOOK,550.47,615.95,671.8,687.38,694.03,1747.4,1692.16,1671.71,1671.82,1638.79,F9,0.145274198205357,-108.61,143.56,180.015570715425,F,988.200256986214,-747.620715458851,1239.14344693858,child
8216,trap,384.584289661311,384.661735059615,CAT,1135.62,1127.25,1108.32,1061.63,989.27,2131.66,2137.13,2127.49,2085.42,2119.6,F9,0.077445398304576,-12.0599999999999,-146.35,146.846062596176,F,-1889.71847525965,-155.722615726896,1896.12379574397,child
8217,foot,385.547967792926,385.650779959783,BOOK,682.74,699.25,712.91,705.31,686.89,1849.29,1865.89,1831.68,1826.24,1827.41,F9,0.102812166856324,-21.8799999999999,4.14999999999998,22.2700898067339,F,40.3648724357638,-212.81527925169,216.609478116102,child
8218,price,391.879391159586,392.198416968519,I,1216.01,1029.34,860.96,608.03,585.94,1998.84,2231.41,2574.69,2689.06,2796.48,F9,0.31902580893302,797.64,-630.07,1016.47320402458,F,-1974.98127849676,2500.23658796667,3186.17859609594,child
8219,trap,392.922429172472,392.987677914257,CAT,1129.44,1135.36,1194.89,1108.62,1154.7,2073.29,2044.11,2065.42,2026.76,1986.26,F9,0.065248741784842,-87.03,25.26,90.6216778701432,F,387.133901881127,-1333.81882346455,1388.86475648785,child
8220,foot,394.384560090703,394.467340629418,BOOK,548.54,601.21,633.96,637.1,617.49,1644.16,1698.73,1720.54,1708.33,1691.47,F9,0.0827805387148146,47.3099999999999,68.95,83.6202044962819,F,832.925239077486,571.511139387321,1010.14327515263,child
8221,price,402.379671910431,402.465494331066,I,845.46,804.94,698.51,592.45,582.68,2385.16,2360.71,2411.61,2524.65,2647.53,F9,0.0858224206349405,262.37,-262.78,371.337239312192,F,-3061.90384815382,3057.12654174639,4326.80920166229,child
8222,goat,402.556257416208,402.692089376631,DON'T,710.68,723.09,774.63,760,527.59,2395.05,2228.2,2318.21,2378.45,1938.59,F9,0.135831960422706,-456.46,-183.09,491.810613651231,F,-1347.91546430036,-3360.4756831861,3620.728230092,child
8223,face,427.770574490965,427.805269066976,OKAY,704.34,688.61,664.18,650.98,659.08,2691.67,2692.76,2670.92,2669.22,2652.37,F9,0.0346945760116455,-39.3000000000002,-45.26,59.9412846041859,F,-1304.52667831445,-1132.74190140871,1727.68459784798,child
8224,goat,436.711961148904,437.059659148945,SO,733.47,603.1,500.28,487.02,480.33,2149.04,1978.28,1747.69,1489.49,1256.1,F9,0.34769800004085,-892.94,-253.14,928.12806400841,F,-728.045602707693,-2568.14822028051,2669.35117227987,child
8225,lot,439.5170152662,439.576136685251,SPOT,654.42,705.02,766.41,750.7,759.08,1220.24,1281.23,1293.42,1314.2,1314.29,F9,0.0591214190501432,94.05,104.66,140.709339064612,F,1770.25520837438,1590.79402204863,2380.00611834555,child
8226,goat,443.259336676251,443.534097222222,SO,595.12,591.57,540.66,512.17,502.13,2036.18,2209.3,2097.48,1950.84,1804.4,F9,0.274760545970992,-231.78,-92.99,249.738079795613,F,-338.440148571467,-843.570896181253,908.929915367031,child
8227,price,444.787699202401,444.891756048698,TIGER'S,693.75,671.22,654.35,634.57,504.98,2142.15,2167.24,2223.86,2376.79,2550.88,F9,0.104056846297112,408.73,-188.77,450.215865779961,F,-1814.10456608504,3927.94914073178,4326.63377568129,child
8228,face,462.359295586715,462.422661415443,TAKE,641.6,616.99,579.82,505.82,458.05,2732,2775.81,2826.66,2975.69,2841.68,F9,0.0633658287279104,109.68,-183.55,213.823069148303,F,-2896.67165544625,1730.90137384552,3374.42235729999,child
8229,goat,463.151322427384,463.253716820061,HOME,715.89,739.62,606.47,555.51,555.44,2344.1,2280.71,2354.61,2410.33,2367.59,F9,0.102394392677695,23.4900000000002,-160.45,162.160360754409,F,-1566.98033753709,229.407093354606,1583.683993955,child
8230,goat,466.69877802973,466.775142827694,DON'T,597.79,614.77,575.89,562.6,595.26,2123.31,2099.53,1930.34,1836.15,1612.31,F9,0.0763647979634356,-511,-2.52999999999997,511.006263073164,F,-33.1304484195894,-6691.56487842308,6691.6468936098,child
8231,price,504.337843590992,504.486493984631,I,1107.17,1106.98,1041.15,795.79,659.96,1869.1,2008.64,2217.63,2252.94,2320.49,F9,0.148650393638775,451.39,-447.21,635.413028037669,F,-3008.46831988036,3036.58798978287,4274.54655506491,child
8232,goat,504.486493984631,504.613738490346,ONLY,677.54,682,639.67,567.62,480.44,2336.74,2338.39,2419.87,2545.34,2034.82,F9,0.127244505714771,-301.92,-197.1,360.560808186358,F,-1548.98633063038,-2372.75470798542,2833.6061047271,child
8233,price,513.859237188448,514.152594310451,KITE,1195.53,1134.95,930.49,538.06,452.43,1781.8,1934.76,2242.62,2362.27,2551.21,F9,0.293357122003272,769.41,-743.1,1069.66787279978,F,-2533.09002667306,2622.77593516689,3646.29931428032,child
8234,price,531.505426187569,531.697833171364,MY,843.14,903.07,788.09,633.11,608.3,1674.72,1853.27,1976.29,2115.89,2111.08,F9,0.192406983794626,436.36,-234.84,495.539983452395,F,-1220.53781712345,2267.90104701068,2575.47815406395,child
8235,face,547.549300831444,548.090303854875,OKAY,635.54,485.48,500.58,577.48,596.91,2868.52,3217.11,3356.98,3180.32,3081.97,F9,0.541003023431585,213.45,-38.63,216.917448353054,F,-71.404406864438,394.544929982249,400.954225684628,child
8236,goat,562.219887680929,562.496302923746,NO,600.57,567.23,614.86,507.4,421.99,1814.77,1947.46,2241.36,2168.99,1947.92,F9,0.276415242816938,133.15,-178.58,222.754885243848,F,-646.056990852232,481.702812924038,805.870483023153,child
8237,trap,573.847192835848,574.007296249782,CAT,1263.72,1234.92,1182.06,1108.37,1160.81,1765.03,1764.25,1652.38,1540.35,1711.64,F9,0.160103413933598,-53.3899999999999,-102.91,115.93515515149,F,-642.772052585221,-333.471964702409,724.126689762989,child
8238,trap,576.497824480786,576.635096762843,CAT,1148.96,1137.01,1206.33,1150.54,1147.94,1962.78,1758.28,1878.65,1696.01,1629.68,F9,0.137272282057324,-333.1,-1.01999999999998,333.101561689524,F,-7.43048767539273,-2426.56416144448,2426.57553802757,child
8239,lot,579.884810082391,580.228212582701,STOP,682.96,738.82,826.85,757.2,741.38,1281.44,1249.47,1156.56,1187.58,1127.61,F9,0.343402500310503,-153.83,58.42,164.549583104911,F,170.121067689306,-447.95829925789,479.174097323479,child
8240,lot,588.187920405516,588.241633518547,STOP,652.47,649.32,651.04,648.83,658.59,1414.44,1389.76,1404.02,1430.89,1454.06,F9,0.0537131130311082,39.6199999999999,6.12,40.0898840108074,F,113.938657706463,737.622486655238,746.370518267842,child
8241,face,588.480976439356,588.582261769787,SAYING,590.15,571.06,562.8,565.28,548.28,2409.9,2476.93,2487.23,2529.53,2415.97,F9,0.101285330431097,6.06999999999971,-41.87,42.3077037902082,F,-413.386616026134,59.9297052610106,417.708108470748,child
8242,face,589.037826908541,589.194586339586,CRAZY,510.6,499.28,461.08,443.04,426.68,2583.78,2718.59,2768.91,2797.83,2758.38,F9,0.156759431045202,174.6,-83.92,193.720743339478,F,-535.342591131257,1113.80858450331,1235.78365938071,child
8243,face,621.952010051988,622.072276446811,CAKE,739.02,707.41,671.26,701.29,712.41,2672.25,2798.68,3009.39,2802.52,2832.3,F9,0.120266394822352,160.05,-26.61,162.247017229902,F,-221.258814977419,1330.79569098594,1349.06361390113,child
8244,face,622.926079148667,623.03665111953,TABLE,692.81,664.68,659.77,628.3,620.81,2715.2,2774.96,2705.82,2638.27,2563.08,F9,0.110571970862679,-152.12,-72,168.298824713662,F,-651.159597122655,-1375.75552658748,1522.07492912173,child
8245,price,623.754848614042,624.025230401685,SLICE,1194.23,1123.31,988.04,631.8,527.49,1744.52,1918.28,2292.48,2752.48,3004.53,F9,0.270381787643032,1260.01,-666.74,1425.54109996871,F,-2465.92052597956,4660.11417035053,5272.3266326309,child
8246,goat,648.801208890175,649.055719393985,NO,726.06,705.04,514.19,466.02,390.91,1948.59,1967.92,1864.93,2339.26,2162.36,F9,0.254510503809342,213.77,-335.15,397.521238929444,F,-1316.84152513826,839.926041559914,1561.90504116574,child
8247,price,649.845794791289,650.011099547613,MY,1150.54,904.52,812.21,1033.87,619.84,1632.54,1819.24,1984.43,1995.73,1744.8,F9,0.165304756324076,112.26,-530.7,542.443358886437,F,-3210.43393911531,679.10931600732,3281.47459848638,child
8248,price,653.040481091361,653.22175,MY,1288.45,1219.85,1009.36,814.17,714.86,1490.59,1889.43,1970.99,2097.22,1793.36,F9,0.181268908638799,302.77,-573.59,648.594758689893,F,-3164.3043713743,1670.28092282117,3578.08056307273,child
8249,price,654.243917290822,654.560041269841,FIVES,1124.89,1072.96,864.55,593.6,441.11,1616.93,2061.46,2493,2771.28,2673.75,F9,0.316123979019153,1056.82,-683.78,1258.73889301952,F,-2163.01212619677,3343.05547867335,3981.78871759442,child
8250,price,654.864260644037,655.014509889471,MY,1102.67,1169.7,1162.66,1172.87,792.37,1675.61,1833.18,1954.33,2092.07,2052.13,F9,0.150249245433542,376.52,-310.3,487.907163710475,F,-2065.23499738474,2505.96932392943,3247.3185625833,child
8251,price,656.091703697608,656.411778111762,FIVE,981.24,1085.39,1068.53,812.24,537.22,1499.59,1658.35,1959.71,2420.55,2928.51,F9,0.32007441415351,1428.92,-444.02,1496.31752205205,F,-1387.23990536477,4464.33684422735,4674.90513419922,child
8252,fleece,692.864403508772,693.186995932394,CHEESE,528.49,623.25,612.79,561.08,616.45,3253.54,3159.85,3437.38,3251.51,3257.82,F9,0.3225924236217,4.2800000000002,87.96,88.0640675871834,F,272.666044082764,13.2675155601897,272.988641823947,child
8253,price,693.819245956826,693.885123096858,I,1031.81,983.82,932.44,972.12,843.58,1958.22,2046.7,2037.63,1965.92,1570.15,F9,0.0658771400316027,-388.07,-188.23,431.310627970144,F,-2857.28858158842,-5890.81432214323,6547.19721838615,child
8254,face,694.929233829125,695.097006802721,TABLE,635.24,574.59,592.06,570.64,632.61,2984.23,3009.71,3111.1,3164.83,3097.09,F9,0.167772973596243,112.86,-2.63,112.890639558823,F,-15.675945556817,672.694758761356,672.877383877703,child
8255,goat,700.29305853538,700.48947407751,NO,689.22,684.18,624.67,526.55,532.42,2124.48,2260.97,2546.86,2763.28,2424.9,F9,0.196415542129785,300.42,-156.8,338.878173389789,F,-798.307497969747,1529.51236313821,1725.31241527653,child
8256,price,700.587495755719,700.77740999892,MY,695.56,727.6,698.81,666.98,658.85,1606.88,1772.84,1875,1862.61,1710.43,F9,0.189914243200747,103.55,-36.7099999999999,109.864583010177,F,-193.297771569434,545.246097684961,578.495752390966,child
8257,goat,719.258651315477,719.425394889663,OKAY,582.86,542.88,490.2,469.96,456.5,1703.44,1753.78,1401.33,1296.29,1321.9,F9,0.16674357418583,-381.54,-126.36,401.919918889323,F,-757.810312133385,-2288.18412861168,2410.40724268869,child
8258,face,719.70650722596,720.014271154728,OKAY,701.03,650.23,632.96,677.74,491.17,2949.37,3134.19,2929.25,2977.11,3895.9,F9,0.307763928767372,946.53,-209.86,969.515477184351,F,-681.886278357935,3075.50661895614,3150.19203539338,child
8259,goat,720.471045536292,720.878140235261,SO,731.42,644.88,546.18,549.73,541,1902.96,1611.17,1297.75,1581.46,1621.75,F9,0.407094698968876,-281.21,-190.42,339.615724753728,F,-467.753573019526,-690.772934927113,834.242562268523,child
8260,price,727.962756736102,728.264240248288,FLYING,1026.6,1057.86,1095.7,957.29,531.39,1485.54,1456.66,1695.1,1962.35,2850.48,F9,0.301483512186223,1364.94,-495.21,1451.99660733075,F,-1642.57738809316,4527.41176491566,4816.17252234301,child
8261,price,741.931333778237,742.14025499508,FLYING,1069.57,1091.06,993.82,847.32,632.94,1777.32,1775.42,1794.45,2153.51,2125.14,F9,0.208921216842782,347.82,-436.63,558.233382466509,F,-2089.92655986957,1664.83809187146,2671.98033259874,child
8262,goat,745.051922831633,745.146684659371,OKAY,587.04,522.07,512.57,496.03,472.74,2210.49,2030.83,2202.93,2268.2,1967.21,F9,0.0947618277382389,-243.28,-114.3,268.79294708009,F,-1206.18188492239,-2567.27846862572,2836.5107923264,child
8263,face,745.532365577994,745.826364341085,OKAY,732.01,571.49,604.81,519.84,426.74,2739.61,2248.37,2733.33,2685.41,3503.84,F9,0.293998763091395,764.23,-305.27,822.94426652113,F,-1038.33770179877,2599.4327049683,2799.14193470706,child
8264,face,751.591886754702,751.828638321996,M'KAY,559.75,550.95,512.03,516.03,516.41,2753.58,2794.82,2601.75,2725.64,2876.28,F9,0.236751567293595,122.7,-43.34,130.12934181037,F,-183.061090135273,518.264784485418,549.645112376371,child
8265,goat,752.042592120181,752.139465856724,SO,540.97,524.58,503.83,475.78,477.24,1767.65,1687.06,1543.25,1444.23,1418.56,F9,0.0968737365424204,-349.09,-63.73,354.859607450609,F,-657.866644506822,-3603.55667551995,3663.11469048392,child
8266,price,752.828365135049,753.108818912982,FIVE,1005.15,1047.61,994.09,772.04,569.38,1315.28,1508.84,1865.32,2275.63,2666.87,F9,0.280453777932848,1351.59,-435.77,1420.10246848599,F,-1553.80327985577,4819.29681946957,5063.58829948092,child
8267,goat,757.570045240318,757.866136444161,NO,611.89,716.65,669.51,566.38,441.58,1547.11,1660.79,2079.66,2153.03,1818.58,F9,0.296091203842707,271.47,-170.31,320.47068040618,F,-575.194392098436,916.845878826625,1082.33772650816,child
8268,goat,768.773210783252,768.856441837506,SHOW,618.14,594.43,561.06,552.41,515.72,2005.85,2039.22,1932.79,1886.99,1819.22,F9,0.0832310542543837,-186.63,-102.42,212.886385896327,F,-1230.55031463338,-2242.31209939493,2557.77591433205,child
8269,price,819.647071880243,819.860483999962,I,1028.6,1055.2,1057.19,1006.65,851.59,1772.46,1758.8,1794.67,1842.09,2036.32,F9,0.213412119719692,263.86,-177.01,317.733598632565,F,-829.428057940174,1236.38713839949,1488.8264033453,child
8270,goat,819.860483999962,820.060096080728,ONLY,570.7,579.5,590.03,602.69,599.37,2112.01,2106.6,2045.96,2009.86,2052.5,F9,0.199612080765974,-59.5100000000002,28.67,66.0561049411788,F,143.628581446495,-298.128248408822,330.922380487698,child
8271,goat,824.265025332567,824.512501133787,ONLY,626.04,563.02,554.75,528.15,516.72,2028.47,2133.28,1845.93,2168.65,2146.1,F9,0.247475801219707,117.63,-109.32,160.585426798324,F,-441.740159891215,475.319200585471,648.893451427833,child
8272,goat,908.432356697575,908.574962803835,ONLY,884.66,839.97,737.15,645.56,603.49,1749.87,1657.05,1611.14,1777.11,2104.12,F9,0.142606106260473,354.25,-281.17,452.271634529516,F,-1971.6547024041,2484.11522682595,3171.47453492232,child
8273,price,937.092662727484,937.197682428163,MY,1076.87,1097.04,1140.88,929.29,699.24,1774.98,1958.72,2157.64,2273.35,2342.86,F9,0.10501970067844,567.88,-377.63,681.976620786959,F,-3595.80152638471,5407.36639250947,6493.79703409272,child
8274,fleece,937.351114223467,937.383983538808,SHEEP,425.78,424.07,467.02,460.33,437.79,2183.97,1659.07,2268.29,1857.82,1486.01,F9,0.032869315340804,-697.96,12.01,698.063322127728,F,365.386375574753,-21234.3942294883,21237.5376514506,child
8275,trap,938.134323533173,938.243254732605,HAT,1210.58,1173.76,1187.53,1169.35,1108.13,1889.4,1995.29,2025.92,1938.56,1820.63,F9,0.108931199431595,-68.77,-102.45,123.390904851208,F,-940.501899681505,-631.315916457756,1132.74163412378,child
8276,fleece,959.471991798378,959.559135833195,SHEEP,649.93,631.72,358.99,388.27,449.24,3199.76,3258.27,3398.14,3025.43,3117.2,F9,0.0871440348173564,-82.5600000000004,-200.69,217.008363202896,F,-2302.96887699339,-947.397032660198,2490.22625194851,child
8277,face,960.031231037016,960.265088888889,A,668.43,647.24,533.28,501.17,598.58,2814.16,2922.64,3109.77,3234.84,3431.9,F9,0.233857851873154,617.74,-69.8499999999999,621.676547812446,F,-298.685716303795,2641.51917522558,2658.35225472629,child
8278,trap,960.762752682005,960.865854166337,HAT,1162.3,1151.98,1122.51,1093.92,1053.91,1871.74,1791.09,1751.78,1756.06,1751.28,F9,0.103101484331887,-120.46,-108.39,162.046301099408,F,-1051.29427284567,-1168.36339244385,1571.71647090721,child
8279,price,961.333862745098,961.462665923512,MY,802.07,921.7,871.74,788,720.39,1656.91,1754.28,2011.78,2180.49,2575.19,F9,0.128803178414273,918.28,-81.6800000000001,921.905516200006,F,-634.145841784204,7129.3271742605,7157.4748973574,child
8280,price,988.247257443237,988.367405767338,I,930.85,919.04,838.92,705.21,510.75,1749.76,1803.87,2125.21,2245.93,2596.92,F9,0.120148324101251,847.16,-420.1,945.602493440029,F,-3496.51152558711,7050.95144969383,7870.29282774809,child
8281,goat,988.428702598299,988.54459548105,ONLY,564.88,581.87,575.4,552.2,499.11,2059.63,2177.4,2216.44,2281.31,2223.54,F9,0.1158928827507,163.91,-65.77,176.613082754364,F,-567.506808347148,1414.32326221957,1523.93381338422,child
8282,face,989.232676080533,989.368525510204,BABY,559.05,534.63,506.09,500.56,476.9,2407.39,2876.81,3011.1,3120.16,3283.96,F9,0.135849429670884,876.57,-82.15,880.411033211193,F,-604.713617120226,6452.51144685425,6480.78564145704,child
8283,price,1007.16579073588,1007.29488143631,MY,1094.83,1082.51,525.52,791.9,761.09,1849.17,1915.72,2103.41,2174.19,2085.41,F9,0.129090700431789,236.24,-333.74,408.890847537579,F,-2585.31403798794,1830.03112702784,3167.46943172437,child
8284,face,1014.12577588424,1014.28351276574,SAME,873.34,825.88,776.03,699.19,671.61,2484.67,2389.96,2509.56,2545.99,2392.27,F9,0.157736881506594,-92.4000000000001,-201.73,221.884548583267,F,-1278.90191611001,-585.785639461481,1406.67513180163,child
8285,goat,1021.62795906433,1021.8519839778,SO,748.67,762.92,720.23,622.05,530.62,2091.1,2046.36,1987.51,1976.68,1768.41,F9,0.224024913474068,-322.69,-218.05,389.454283067987,F,-973.32924547805,-1440.42015236557,1738.44184126007,child
8286,fleece,1022.55550449494,1022.6001884016,SHEEP,541.67,617.48,594.02,564.48,563.2,2941.04,2914.82,2872.83,2908.89,2924.07,F9,0.0446839066596567,-16.9699999999998,21.5300000000001,27.4138979351714,F,481.82895385552,-379.778789917698,613.507188258503,child
8287,face,1024.34496806566,1024.46956061113,GATE,909.34,889.31,864.59,744,559.58,2896.93,2810.62,2831.44,3001.27,2909.26,F9,0.124592545472069,12.3300000000004,-349.76,349.977265690216,F,-2807.23055038962,98.9625820171121,2808.97436009664,child
8288,goat,1024.75053003217,1024.89780394209,OPEN,635.18,645.14,610.63,504.73,391.8,2097.39,1916.25,1937.89,2028.56,2220.73,F9,0.147273909921751,123.34,-243.38,272.849005862217,F,-1652.56697625066,837.487101860286,1852.66355736183,child
8289,price,1025.40777093906,1025.58311507937,MY,918.17,1066.6,1024.22,598.34,564.28,1382.7,2016.21,2252.83,2529.81,2839.11,F9,0.175344140301604,1456.41,-353.89,1498.78891782666,F,-2018.25963155247,8306.00895755555,8547.69891510854,child
8290,face,1025.68689351331,1025.8094476085,GATE,562.25,553.99,550.73,541.93,575.19,3151.52,3149.64,3175.58,3118.52,3096.68,F9,0.122554095190026,-54.8400000000001,12.9400000000001,56.3459776736549,F,105.586026969854,-447.475867003612,459.764135880468,child
8291,goat,1026.31050896158,1026.43233768063,OPEN,692.92,675.28,666.35,563.9,494.69,1649.75,1858.76,1909.63,2033.29,2044.48,F9,0.12182871905884,394.73,-198.23,441.709073712551,F,-1627.1204485394,3240.0406328606,3625.65638976486,child
8292,lot,1031.1748344217,1031.25879228189,SOCK,657.37,868.85,889.39,780.08,664.23,1742.57,1683.36,1400.87,1335.58,1228.73,F9,0.0839578601908215,-513.84,6.86000000000001,513.885790035101,F,81.7076564887246,-6120.21315017,6120.75854323977,child
8293,price,1039.30725248843,1039.43318430183,MY,720.55,989.8,1031.05,1032.31,946.22,1381.79,1649.02,2047.95,2123.26,2174.77,F9,0.125931813402303,792.98,225.67,824.466026771267,F,1792.0015117949,6296.89971561625,6546.92412105129,child
8294,price,1043.41094456943,1043.74188263923,MY,1244.69,993.82,949.61,805,549.11,1654.49,1790.03,2420.47,3196.9,3306.09,F9,0.330938069805597,1651.6,-695.58,1792.09768048508,F,-2101.84340655823,4990.66185093241,5415.20557467992,child
8295,price,1045.67954926903,1045.77829238761,MY,791.09,936.78,915.85,766.53,718.61,1784.89,1996.74,2116.24,2349.71,2421.68,F9,0.0987431185772039,636.79,-72.48,640.901595020639,F,-734.025834350475,6448.95572649061,6490.59503341025,child
8296,face,1045.91272429511,1045.98838301224,CAKE,626.14,737.59,753.93,718.75,741.45,3273.34,3206.99,3265.82,3642.81,3596.05,F9,0.0756587171326828,322.71,115.31,342.692486348913,F,1524.08082465608,4265.33798391087,4529.45145432393,child
8297,price,1062.0227499223,1062.16088293651,KITE,1086.5,978.82,806.23,548.82,524.41,2096.92,2368.46,2682.05,2835.4,3053.64,F9,0.138133014203959,956.72,-562.09,1109.62080302237,F,-4069.19376399078,6926.07777737597,8032.98769245685,child
8298,face,1072.05534499514,1072.36612406868,OKAY,514.69,466.08,484.7,514.23,565.26,2856.56,2782.31,3007.54,2756.26,3468.69,F9,0.310779073534377,612.13,50.5699999999999,614.215322016636,F,162.720093810969,1969.66286384237,1976.37284593003,child
8299,goat,1072.70838156427,1073.01075556718,SO,670.12,592.91,553.48,510.27,488.41,1940.74,1788.89,1685.16,1299.22,1184.74,F9,0.302374002918441,-756,-181.71,777.531043817544,F,-600.944519853489,-2500.21494144096,2571.42160474446,child
8300,goat,1092.83021590196,1093.02476262235,SO,708.15,680.32,648.41,572.23,544.05,1770,1642.65,1659.32,1652,1704.96,F9,0.194546720385006,-65.04,-164.1,176.519153634953,F,-843.499184541624,-334.315581734231,907.335540201466,child
8301,goat,1099.03020846561,1099.14423234811,NO,592.04,606.12,598.75,591.49,478.17,2247.27,2221.08,2323.4,2439.02,2055.37,F9,0.114023882503034,-191.9,-113.87,223.14118154209,F,-998.650436209889,-1682.98075620161,1956.96880902255,child
8302,goat,1127.05870535181,1127.24008167109,NO,814.99,794.67,731.16,636.06,595.43,1976.7,1816.16,1848.34,1754.42,1917.69,F9,0.181376319271749,-59.01,-219.56,227.351652072291,F,-1210.52186350216,-325.345669362645,1253.48034950284,child
8303,foot,1154.89733995585,1154.96087394141,LOOK,562.49,609.82,655.46,672.18,661.22,1872.82,1800.18,1710.43,1663.99,1534.01,F9,0.0635339855632537,-338.81,98.73,352.90201047883,F,1553.97145519394,-5332.73644013226,5554.53915491395,child
8304,price,1159.17482803462,1159.53097930023,MY,1091.36,1096.81,928.39,929.94,720.03,1476.86,1646.3,2049.31,2425.59,2590.85,F9,0.356151265614017,1113.99,-371.33,1174.24856355032,F,-1042.61878547536,3127.85635642609,3297.05009338062,child
8305,price,1165.89900882619,1165.9864418984,I,1066.42,1027.42,916.32,755.56,545.35,2093.16,2084.44,2151.66,2254.98,2519.15,F9,0.087433072211752,425.99,-521.07,673.038947610018,F,-5959.64418061433,4872.18382271076,7697.76162022537,child
8306,price,1171.22723172323,1171.4633411233,MY,993.56,1090.68,1039.26,729.05,597.18,1496.46,1817.89,2336.97,2629.81,2845.05,F9,0.236109400068017,1348.59,-396.38,1405.63583210588,F,-1678.79804821753,5711.71668561907,5953.32431364847,child
8307,goat,1176.5771136788,1176.66123790801,OKAY,656.09,668.38,665.12,646.25,581.99,2186.31,2232.78,2035.62,1797.82,1595.75,F9,0.0841242292024162,-590.56,-74.1,595.190661553086,F,-880.840165818384,-7020.09403948319,7075.13955487144,child
8308,face,1176.94657103421,1177.24856621928,OKAY,686.13,643.09,607.88,534.64,534.03,3000.24,2996.32,3123.9,3464.42,3184.34,F9,0.3019951850697,184.1,-152.1,238.803726939091,F,-503.650414045163,609.612368347893,790.753425038798,child
8309,goat,1213.6980270328,1213.7978672377,ONLY,616.86,574.11,553.34,568.22,560.38,1679.98,1686.06,1657.47,1789.1,1943.06,F9,0.0998402049008291,263.08,-56.48,269.074481881876,F,-565.703967215426,2635.01061782993,2695.05137884229,child
8310,goat,1251.35443214393,1251.64882516483,SO,719.88,572.11,513.82,478.67,463.52,2489.16,2397.26,2006.3,1801.11,1518.99,F9,0.294393020902817,-970.17,-256.36,1003.46912184681,F,-870.808687019207,-3295.49252568819,3408.60363730589,child
8311,price,1278.03422946596,1278.15703843405,MY,1353.71,1325.86,827.19,702.24,612,1864.62,1950.99,1941.92,1969.58,1739.67,F9,0.122808968088066,-124.95,-741.71,752.161037677438,F,-6039.54264535568,-1017.43384009545,6124.64260051485,child
8312,price,1278.90223942855,1279.03832696041,SPIDERS,889.15,924.89,837.7,743.73,575.24,1914.13,1973.06,2151.21,2309.57,2490.66,F9,0.136087531860994,576.53,-313.91,656.449791682502,F,-2306.67714894442,4236.4645174761,4823.73206939361,child
8313,face,1280.21867366156,1280.36033959616,KAY,636.83,622.97,560.32,529.69,537.24,2892.03,2908.91,3018.69,3066.58,3025.69,F9,0.141665934600724,133.66,-99.59,166.682823650189,F,-702.991868021679,943.487228434357,1176.59071759187,child
8314,goat,1280.6246747449,1280.82797459155,SO,682.98,694.94,684.39,594.23,530.33,2033.6,1987.84,2076.16,2014.12,2034.48,F9,0.203299846647951,0.880000000000109,-152.65,152.65253650038,F,-750.861363237229,4.32858172059511,750.873839884023,child
8315,lot,1285.77925050822,1285.88441886783,GOT,593.73,711.53,749.31,778.74,772.51,1313.31,1364.27,1363.78,1387.74,1347.5,F9,0.105168359611753,34.1900000000001,178.78,182.019901384437,F,1699.94093908089,325.097777755765,1730.74774634115,child
8316,goat,1316.6479417916,1316.78549855559,NO,677.5,653.92,682.28,648.06,430.03,1627.63,1691.95,1943.8,2052.23,2014.88,F9,0.137556763983184,387.25,-247.47,459.569323823947,F,-1799.0391227163,2815.20143965687,3340.94311698208,child
8317,price,1318.50631824056,1318.59430872349,I,1027.68,1102.95,1116.05,1043.18,939.02,1891.39,1633.42,2049.17,2077.26,2064.3,F9,0.0879904829314455,172.91,-88.6600000000001,194.31537175427,F,-1007.60897140519,1965.09888614563,2208.36805618698,child
8318,price,1319.68510007197,1319.85020239501,MINE,1097.86,1215.37,1161.06,1122.9,743.73,1567.41,1773.28,1810.4,2069.51,2526.15,F9,0.165102323042674,958.74,-354.13,1022.05207523883,F,-2144.91227908688,5806.94433810113,6190.41607897098,child
8319,goat,1320.146047792,1320.26968410119,THOSE,623.08,625.06,575.39,517.57,504.15,2260.29,2333.44,2307.5,2173.68,2304.15,F9,0.123636309187305,43.8600000000001,-118.93,126.759790548896,F,-961.934247162174,354.750156230834,1025.26346331529,child
8320,goat,1357.53293604674,1357.73237453023,THOSE,663.49,691.04,597.18,547.77,496.8,2250.15,2368.98,2340.94,2486.1,2229.97,F9,0.199438483496579,-20.1800000000003,-166.69,167.907082935771,F,-835.796567831701,-101.184082661491,841.899115917872,child
8321,goat,1403.90094833171,1404.0966719208,NO,675.72,610.6,556.19,598.37,476.01,2132.14,2055.79,2074.76,2116.75,2287.95,F9,0.195723589087265,155.81,-199.71,253.299901697573,F,-1020.36755473025,796.07164740133,1294.171555298,child
